id,title,description,course_id,created_by,created_at
1027,Italian Conversation - Quiz 1,Assessment quiz for Italian Conversation,399,1870,2025-09-16 17:30:09
1028,Italian Conversation - Quiz 2,Assessment quiz for Italian Conversation,399,1870,2025-10-06 17:30:09
1029,First Aid for Beginners - Quiz 1,Assessment quiz for First Aid for Beginners,400,2143,2025-10-04 17:25:56
1030,First Aid for Beginners - Quiz 2,Assessment quiz for First Aid for Beginners,400,2143,2025-09-17 17:25:56
1031,Research Methods Mastery - Quiz 1,Assessment quiz for Research Methods Mastery,401,77,2025-09-30 17:25:53
1032,Research Methods Mastery - Quiz 2,Assessment quiz for Research Methods Mastery,401,77,2025-09-29 17:25:53
1033,Research Methods Mastery - Quiz 3,Assessment quiz for Research Methods Mastery,401,77,2025-10-07 17:25:53
1034,Communication Mastery - Quiz 1,Assessment quiz for Communication Mastery,402,558,2025-10-10 17:27:44
1035,Drawing History - Quiz 1,Assessment quiz for Drawing History,403,2005,2025-09-25 17:24:12
1036,Drawing History - Quiz 2,Assessment quiz for Drawing History,403,2005,2025-09-16 17:24:12
1037,Drawing History - Quiz 3,Assessment quiz for Drawing History,403,2005,2025-10-04 17:24:12
1038,Drawing History - Quiz 4,Assessment quiz for Drawing History,403,2005,2025-09-17 17:24:12
1039,Italian Grammar Mastery - Quiz 1,Assessment quiz for Italian Grammar Mastery,404,806,2025-10-06 17:34:08
1040,Italian Grammar Mastery - Quiz 2,Assessment quiz for Italian Grammar Mastery,404,806,2025-09-17 17:34:08
1041,Italian Grammar Mastery - Quiz 3,Assessment quiz for Italian Grammar Mastery,404,806,2025-10-10 17:34:08
1042,Italian Grammar Mastery - Quiz 4,Assessment quiz for Italian Grammar Mastery,404,806,2025-09-28 17:34:08
1043,Italian Grammar Mastery - Quiz 5,Assessment quiz for Italian Grammar Mastery,404,806,2025-09-13 17:34:08
1044,Drawing History - Quiz 1,Assessment quiz for Drawing History,405,1438,2025-10-04 17:30:26
1045,Drawing History - Quiz 2,Assessment quiz for Drawing History,405,1438,2025-09-24 17:30:26
1046,Drawing History - Quiz 3,Assessment quiz for Drawing History,405,1438,2025-10-07 17:30:26
1047,Drawing History - Quiz 4,Assessment quiz for Drawing History,405,1438,2025-10-12 17:30:26
1048,Mindfulness Skills - Quiz 1,Assessment quiz for Mindfulness Skills,406,77,2025-10-03 17:34:29
1049,Mindfulness Skills - Quiz 2,Assessment quiz for Mindfulness Skills,406,77,2025-09-25 17:34:29
1050,Modern Music Theory Techniques - Quiz 1,Assessment quiz for Modern Music Theory Techniques,407,2014,2025-09-16 17:28:33
1051,Modern Music Theory Techniques - Quiz 2,Assessment quiz for Modern Music Theory Techniques,407,2014,2025-09-17 17:28:33
1052,Modern Music Theory Techniques - Quiz 3,Assessment quiz for Modern Music Theory Techniques,407,2014,2025-10-07 17:28:33
1053,Modern Music Theory Techniques - Quiz 4,Assessment quiz for Modern Music Theory Techniques,407,2014,2025-10-05 17:28:33
1054,Goal Setting Skills - Quiz 1,Assessment quiz for Goal Setting Skills,408,264,2025-09-16 17:22:27
1055,Introduction to Mathematics - Quiz 1,Assessment quiz for Introduction to Mathematics,409,1598,2025-09-19 17:22:32
1056,Introduction to Mathematics - Quiz 2,Assessment quiz for Introduction to Mathematics,409,1598,2025-10-09 17:22:32
1057,Professional Productivity - Quiz 1,Assessment quiz for Professional Productivity,410,1192,2025-10-11 17:31:22
1058,Professional Productivity - Quiz 2,Assessment quiz for Professional Productivity,410,1192,2025-10-02 17:31:22
1059,Professional Productivity - Quiz 3,Assessment quiz for Professional Productivity,410,1192,2025-09-17 17:31:22
1060,Professional Productivity - Quiz 4,Assessment quiz for Professional Productivity,410,1192,2025-09-29 17:31:22
1061,Sales Management - Quiz 1,Assessment quiz for Sales Management,411,1060,2025-09-21 17:21:26
1062,German for Travelers - Quiz 1,Assessment quiz for German for Travelers,412,795,2025-09-14 17:25:34
1063,German for Travelers - Quiz 2,Assessment quiz for German for Travelers,412,795,2025-09-17 17:25:34
1064,German for Travelers - Quiz 3,Assessment quiz for German for Travelers,412,795,2025-09-18 17:25:34
1065,German for Travelers - Quiz 4,Assessment quiz for German for Travelers,412,795,2025-10-07 17:25:34
1066,German for Travelers - Quiz 5,Assessment quiz for German for Travelers,412,795,2025-10-02 17:25:34
1067,IoT Implementation - Quiz 1,Assessment quiz for IoT Implementation,413,1535,2025-09-19 17:27:40
1068,IoT Implementation - Quiz 2,Assessment quiz for IoT Implementation,413,1535,2025-10-06 17:27:40
1069,IoT Implementation - Quiz 3,Assessment quiz for IoT Implementation,413,1535,2025-10-06 17:27:40
1070,IoT Implementation - Quiz 4,Assessment quiz for IoT Implementation,413,1535,2025-09-23 17:27:40
1071,IoT Implementation - Quiz 5,Assessment quiz for IoT Implementation,413,1535,2025-10-06 17:27:40
1072,Chinese Grammar Mastery - Quiz 1,Assessment quiz for Chinese Grammar Mastery,415,65,2025-09-27 17:27:38
1073,Chinese Grammar Mastery - Quiz 2,Assessment quiz for Chinese Grammar Mastery,415,65,2025-09-21 17:27:38
1074,Chinese Grammar Mastery - Quiz 3,Assessment quiz for Chinese Grammar Mastery,415,65,2025-09-27 17:27:38
1075,Chinese Grammar Mastery - Quiz 4,Assessment quiz for Chinese Grammar Mastery,415,65,2025-09-22 17:27:38
1076,Chinese Grammar Mastery - Quiz 5,Assessment quiz for Chinese Grammar Mastery,415,65,2025-10-07 17:27:38
1077,IoT Best Practices - Quiz 1,Assessment quiz for IoT Best Practices,416,876,2025-09-16 17:35:17
1078,IoT Best Practices - Quiz 2,Assessment quiz for IoT Best Practices,416,876,2025-10-03 17:35:17
1079,IoT Best Practices - Quiz 3,Assessment quiz for IoT Best Practices,416,876,2025-09-17 17:35:17
1080,Project Management Strategy - Quiz 1,Assessment quiz for Project Management Strategy,417,1995,2025-09-13 17:26:12
1081,Project Management Strategy - Quiz 2,Assessment quiz for Project Management Strategy,417,1995,2025-09-21 17:26:12
1082,Project Management Strategy - Quiz 3,Assessment quiz for Project Management Strategy,417,1995,2025-09-20 17:26:12
1083,Advanced IoT - Quiz 1,Assessment quiz for Advanced IoT,418,1645,2025-09-21 17:35:36
1084,Advanced IoT - Quiz 2,Assessment quiz for Advanced IoT,418,1645,2025-09-18 17:35:36
1085,Advanced IoT - Quiz 3,Assessment quiz for Advanced IoT,418,1645,2025-10-05 17:35:36
1086,Advanced IoT - Quiz 4,Assessment quiz for Advanced IoT,418,1645,2025-09-29 17:35:36
1087,Advanced IoT - Quiz 5,Assessment quiz for Advanced IoT,418,1645,2025-10-06 17:35:36
1088,Test Prep Mastery - Quiz 1,Assessment quiz for Test Prep Mastery,419,592,2025-09-20 17:29:44
1089,Test Prep Mastery - Quiz 2,Assessment quiz for Test Prep Mastery,419,592,2025-09-20 17:29:44
1090,Test Prep Mastery - Quiz 3,Assessment quiz for Test Prep Mastery,419,592,2025-10-09 17:29:44
1091,Test Prep Mastery - Quiz 4,Assessment quiz for Test Prep Mastery,419,592,2025-09-24 17:29:44
1092,Test Prep Mastery - Quiz 5,Assessment quiz for Test Prep Mastery,419,592,2025-10-06 17:29:44
1093,Advanced C++ - Quiz 1,Assessment quiz for Advanced C++,420,1586,2025-09-15 17:28:13
1094,Digital Logo Design Course - Quiz 1,Assessment quiz for Digital Logo Design Course,421,534,2025-09-30 17:21:03
1095,Digital Logo Design Course - Quiz 2,Assessment quiz for Digital Logo Design Course,421,534,2025-10-03 17:21:03
1096,Digital Logo Design Course - Quiz 3,Assessment quiz for Digital Logo Design Course,421,534,2025-10-07 17:21:03
1097,Advanced JavaScript - Quiz 1,Assessment quiz for Advanced JavaScript,422,617,2025-09-28 17:23:17
1098,Advanced JavaScript - Quiz 2,Assessment quiz for Advanced JavaScript,422,617,2025-10-06 17:23:17
1099,Writing Preparation - Quiz 1,Assessment quiz for Writing Preparation,423,1658,2025-09-18 17:26:36
1100,Sales Strategy - Quiz 1,Assessment quiz for Sales Strategy,424,227,2025-10-03 17:22:18
1101,Sales Strategy - Quiz 2,Assessment quiz for Sales Strategy,424,227,2025-10-11 17:22:18
1102,Sales Strategy - Quiz 3,Assessment quiz for Sales Strategy,424,227,2025-10-05 17:22:18
1103,First Aid for Beginners - Quiz 1,Assessment quiz for First Aid for Beginners,425,1028,2025-09-18 17:30:05
1104,First Aid for Beginners - Quiz 2,Assessment quiz for First Aid for Beginners,425,1028,2025-09-29 17:30:05
1105,First Aid for Beginners - Quiz 3,Assessment quiz for First Aid for Beginners,425,1028,2025-09-24 17:30:05
1106,Complete Writing Course - Quiz 1,Assessment quiz for Complete Writing Course,426,123,2025-10-09 17:37:30
1107,Complete Writing Course - Quiz 2,Assessment quiz for Complete Writing Course,426,123,2025-09-18 17:37:30
1108,Complete Writing Course - Quiz 3,Assessment quiz for Complete Writing Course,426,123,2025-09-20 17:37:30
1109,Complete Writing Course - Quiz 4,Assessment quiz for Complete Writing Course,426,123,2025-09-22 17:37:30
1110,Complete Writing Course - Quiz 5,Assessment quiz for Complete Writing Course,426,123,2025-09-22 17:37:30
1111,Professional Yoga - Quiz 1,Assessment quiz for Professional Yoga,427,1048,2025-10-08 17:23:17
1112,Professional Yoga - Quiz 2,Assessment quiz for Professional Yoga,427,1048,2025-09-20 17:23:17
1113,Professional Yoga - Quiz 3,Assessment quiz for Professional Yoga,427,1048,2025-10-05 17:23:17
1114,Professional Yoga - Quiz 4,Assessment quiz for Professional Yoga,427,1048,2025-10-12 17:23:17
1115,Theoretical Biology - Quiz 1,Assessment quiz for Theoretical Biology,428,2040,2025-09-18 17:28:30
1116,Theoretical Biology - Quiz 2,Assessment quiz for Theoretical Biology,428,2040,2025-09-15 17:28:30
1117,Professional Mental Health - Quiz 1,Assessment quiz for Professional Mental Health,429,2018,2025-09-15 17:37:01
1118,Productivity Workshop - Quiz 1,Assessment quiz for Productivity Workshop,430,1546,2025-10-07 17:26:41
1119,Productivity Workshop - Quiz 2,Assessment quiz for Productivity Workshop,430,1546,2025-09-21 17:26:41
1120,Productivity Workshop - Quiz 3,Assessment quiz for Productivity Workshop,430,1546,2025-09-28 17:26:41
1121,Productivity Workshop - Quiz 4,Assessment quiz for Productivity Workshop,430,1546,2025-09-14 17:26:41
1122,Productivity Workshop - Quiz 5,Assessment quiz for Productivity Workshop,430,1546,2025-09-15 17:26:41
1123,Complete First Aid Guide - Quiz 1,Assessment quiz for Complete First Aid Guide,431,701,2025-09-28 17:37:52
1124,Introduction to IoT - Quiz 1,Assessment quiz for Introduction to IoT,432,2028,2025-10-04 17:24:55
1125,Introduction to IoT - Quiz 2,Assessment quiz for Introduction to IoT,432,2028,2025-10-11 17:24:55
1126,Research Methods Fundamentals - Quiz 1,Assessment quiz for Research Methods Fundamentals,434,240,2025-10-11 17:36:43
1127,Research Methods Fundamentals - Quiz 2,Assessment quiz for Research Methods Fundamentals,434,240,2025-10-01 17:36:43
1128,Digital Web Design Course - Quiz 1,Assessment quiz for Digital Web Design Course,435,534,2025-09-20 17:32:43
1129,Digital Web Design Course - Quiz 2,Assessment quiz for Digital Web Design Course,435,534,2025-10-09 17:32:43
1130,Digital Web Design Course - Quiz 3,Assessment quiz for Digital Web Design Course,435,534,2025-10-03 17:32:43
1131,Digital Web Design Course - Quiz 4,Assessment quiz for Digital Web Design Course,435,534,2025-09-15 17:32:43
1132,Advanced Physics - Quiz 1,Assessment quiz for Advanced Physics,436,888,2025-10-03 17:33:44
1133,Advanced Physics - Quiz 2,Assessment quiz for Advanced Physics,436,888,2025-09-13 17:33:44
1134,Advanced Physics - Quiz 3,Assessment quiz for Advanced Physics,436,888,2025-10-11 17:33:44
1135,Advanced Physics - Quiz 4,Assessment quiz for Advanced Physics,436,888,2025-10-04 17:33:44
1136,Advanced Physics - Quiz 5,Assessment quiz for Advanced Physics,436,888,2025-10-04 17:33:44
1137,Finance Strategy - Quiz 1,Assessment quiz for Finance Strategy,438,271,2025-10-05 17:29:50
1138,AI Fundamentals - Quiz 1,Assessment quiz for AI Fundamentals,439,264,2025-09-27 17:32:19
1139,Japanese Grammar Mastery - Quiz 1,Assessment quiz for Japanese Grammar Mastery,440,759,2025-09-17 17:32:10
1140,Japanese Grammar Mastery - Quiz 2,Assessment quiz for Japanese Grammar Mastery,440,759,2025-09-20 17:32:10
1141,Japanese Grammar Mastery - Quiz 3,Assessment quiz for Japanese Grammar Mastery,440,759,2025-09-28 17:32:10
1142,Japanese Grammar Mastery - Quiz 4,Assessment quiz for Japanese Grammar Mastery,440,759,2025-10-11 17:32:10
1143,Applied Data Science - Quiz 1,Assessment quiz for Applied Data Science,441,1373,2025-09-24 17:39:00
1144,Applied Data Science - Quiz 2,Assessment quiz for Applied Data Science,441,1373,2025-09-24 17:39:00
1145,Applied Data Science - Quiz 3,Assessment quiz for Applied Data Science,441,1373,2025-09-26 17:39:00
1146,Applied Data Science - Quiz 4,Assessment quiz for Applied Data Science,441,1373,2025-09-27 17:39:00
1147,Applied Data Science - Quiz 5,Assessment quiz for Applied Data Science,441,1373,2025-09-16 17:39:00
1148,German for Travelers - Quiz 1,Assessment quiz for German for Travelers,442,1688,2025-09-19 17:26:20
1149,German for Travelers - Quiz 2,Assessment quiz for German for Travelers,442,1688,2025-10-03 17:26:20
1150,Digital Graphic Design Course - Quiz 1,Assessment quiz for Digital Graphic Design Course,443,567,2025-09-15 17:38:47
1151,Analytics for Entrepreneurs - Quiz 1,Assessment quiz for Analytics for Entrepreneurs,444,1757,2025-09-28 17:30:33
1152,Analytics for Entrepreneurs - Quiz 2,Assessment quiz for Analytics for Entrepreneurs,444,1757,2025-09-22 17:30:33
1153,Analytics for Entrepreneurs - Quiz 3,Assessment quiz for Analytics for Entrepreneurs,444,1757,2025-10-12 17:30:33
1154,Analytics for Entrepreneurs - Quiz 4,Assessment quiz for Analytics for Entrepreneurs,444,1757,2025-10-08 17:30:33
1155,Advanced React - Quiz 1,Assessment quiz for Advanced React,445,828,2025-09-14 17:29:24
1156,Advanced React - Quiz 2,Assessment quiz for Advanced React,445,828,2025-09-17 17:29:24
1157,Mathematics Fundamentals - Quiz 1,Assessment quiz for Mathematics Fundamentals,446,1666,2025-10-07 17:28:45
1158,IoT Best Practices - Quiz 1,Assessment quiz for IoT Best Practices,447,941,2025-09-13 17:21:47
1159,IoT Best Practices - Quiz 2,Assessment quiz for IoT Best Practices,447,941,2025-10-09 17:21:47
1160,Advanced Japanese - Quiz 1,Assessment quiz for Advanced Japanese,448,1917,2025-09-25 17:35:50
1161,Advanced Japanese - Quiz 2,Assessment quiz for Advanced Japanese,448,1917,2025-09-20 17:35:50
1162,Advanced Japanese - Quiz 3,Assessment quiz for Advanced Japanese,448,1917,2025-09-18 17:35:50
1163,Advanced Japanese - Quiz 4,Assessment quiz for Advanced Japanese,448,1917,2025-10-06 17:35:50
1164,Advanced Mathematics - Quiz 1,Assessment quiz for Advanced Mathematics,450,825,2025-09-27 17:30:19
1165,Advanced Mathematics - Quiz 2,Assessment quiz for Advanced Mathematics,450,825,2025-10-11 17:30:19
1166,Advanced Mathematics - Quiz 3,Assessment quiz for Advanced Mathematics,450,825,2025-09-20 17:30:19
1167,Advanced Mathematics - Quiz 4,Assessment quiz for Advanced Mathematics,450,825,2025-10-01 17:30:19
1168,French Conversation - Quiz 1,Assessment quiz for French Conversation,451,1346,2025-09-29 17:32:14
1169,French Conversation - Quiz 2,Assessment quiz for French Conversation,451,1346,2025-10-02 17:32:14
1170,French Conversation - Quiz 3,Assessment quiz for French Conversation,451,1346,2025-09-22 17:32:14
1171,Logic Preparation - Quiz 1,Assessment quiz for Logic Preparation,452,1754,2025-09-20 17:38:24
1172,Logic Preparation - Quiz 2,Assessment quiz for Logic Preparation,452,1754,2025-10-12 17:38:24
1173,Logic Preparation - Quiz 3,Assessment quiz for Logic Preparation,452,1754,2025-09-17 17:38:24
1174,Logic Preparation - Quiz 4,Assessment quiz for Logic Preparation,452,1754,2025-09-29 17:38:24
1175,Logic Preparation - Quiz 5,Assessment quiz for Logic Preparation,452,1754,2025-10-05 17:38:24
1176,Modern UI/UX Techniques - Quiz 1,Assessment quiz for Modern UI/UX Techniques,453,158,2025-09-22 17:31:17
1177,Modern UI/UX Techniques - Quiz 2,Assessment quiz for Modern UI/UX Techniques,453,158,2025-10-05 17:31:17
1178,Modern UI/UX Techniques - Quiz 3,Assessment quiz for Modern UI/UX Techniques,453,158,2025-09-26 17:31:17
1179,Modern UI/UX Techniques - Quiz 4,Assessment quiz for Modern UI/UX Techniques,453,158,2025-09-21 17:31:17
1180,Introduction to Java - Quiz 1,Assessment quiz for Introduction to Java,454,592,2025-09-17 17:38:03
1181,Japanese Grammar Mastery - Quiz 1,Assessment quiz for Japanese Grammar Mastery,455,996,2025-09-26 17:34:50
1182,Japanese Grammar Mastery - Quiz 2,Assessment quiz for Japanese Grammar Mastery,455,996,2025-09-20 17:34:50
1183,Japanese Grammar Mastery - Quiz 3,Assessment quiz for Japanese Grammar Mastery,455,996,2025-09-13 17:34:50
1184,Japanese Grammar Mastery - Quiz 4,Assessment quiz for Japanese Grammar Mastery,455,996,2025-09-23 17:34:50
1185,Business French - Quiz 1,Assessment quiz for Business French,456,1541,2025-09-26 17:22:47
1186,Business French - Quiz 2,Assessment quiz for Business French,456,1541,2025-09-29 17:22:47
1187,Business French - Quiz 3,Assessment quiz for Business French,456,1541,2025-10-03 17:22:47
1188,Business French - Quiz 4,Assessment quiz for Business French,456,1541,2025-09-20 17:22:47
1189,Business French - Quiz 5,Assessment quiz for Business French,456,1541,2025-10-07 17:22:47
1190,Logic Mastery - Quiz 1,Assessment quiz for Logic Mastery,457,946,2025-09-29 17:31:17
1191,Logic Mastery - Quiz 2,Assessment quiz for Logic Mastery,457,946,2025-09-17 17:31:17
1192,Modern Creative Writing Techniques - Quiz 1,Assessment quiz for Modern Creative Writing Techniques,458,240,2025-09-20 17:29:49
1193,Modern Creative Writing Techniques - Quiz 2,Assessment quiz for Modern Creative Writing Techniques,458,240,2025-09-15 17:29:49
1194,Business Japanese - Quiz 1,Assessment quiz for Business Japanese,460,138,2025-09-28 17:26:05
1195,Business Japanese - Quiz 2,Assessment quiz for Business Japanese,460,138,2025-09-28 17:26:05
1196,Business Japanese - Quiz 3,Assessment quiz for Business Japanese,460,138,2025-10-10 17:26:05
1197,Business Japanese - Quiz 4,Assessment quiz for Business Japanese,460,138,2025-09-20 17:26:05
1198,Complete Logic Course - Quiz 1,Assessment quiz for Complete Logic Course,461,1995,2025-10-06 17:28:39
1199,Complete Logic Course - Quiz 2,Assessment quiz for Complete Logic Course,461,1995,2025-09-22 17:28:39
1200,Complete Logic Course - Quiz 3,Assessment quiz for Complete Logic Course,461,1995,2025-10-07 17:28:39
1201,Complete Logic Course - Quiz 4,Assessment quiz for Complete Logic Course,461,1995,2025-10-01 17:28:39
1202,Advanced Mindfulness - Quiz 1,Assessment quiz for Advanced Mindfulness,462,1398,2025-09-19 17:28:30
1203,Advanced Mindfulness - Quiz 2,Assessment quiz for Advanced Mindfulness,462,1398,2025-09-23 17:28:30
1204,Applied Mathematics - Quiz 1,Assessment quiz for Applied Mathematics,463,2134,2025-09-25 17:29:31
1205,Applied Mathematics - Quiz 2,Assessment quiz for Applied Mathematics,463,2134,2025-09-30 17:29:31
1206,Applied Mathematics - Quiz 3,Assessment quiz for Applied Mathematics,463,2134,2025-09-15 17:29:31
1207,Introduction to Marketing - Quiz 1,Assessment quiz for Introduction to Marketing,464,2008,2025-10-03 17:36:52
1208,Introduction to Marketing - Quiz 2,Assessment quiz for Introduction to Marketing,464,2008,2025-10-06 17:36:52
1209,Introduction to Marketing - Quiz 3,Assessment quiz for Introduction to Marketing,464,2008,2025-09-23 17:36:52
1210,Introduction to Marketing - Quiz 4,Assessment quiz for Introduction to Marketing,464,2008,2025-10-09 17:36:52
1211,Creative Writing Basics - Quiz 1,Assessment quiz for Creative Writing Basics,465,387,2025-09-28 17:26:15
1212,Creative Writing Basics - Quiz 2,Assessment quiz for Creative Writing Basics,465,387,2025-10-12 17:26:15
1213,Creative Writing Basics - Quiz 3,Assessment quiz for Creative Writing Basics,465,387,2025-10-02 17:26:15
1214,Advanced Chinese - Quiz 1,Assessment quiz for Advanced Chinese,466,351,2025-09-30 17:24:23
1215,Advanced Chinese - Quiz 2,Assessment quiz for Advanced Chinese,466,351,2025-09-28 17:24:23
1216,Advanced Chinese - Quiz 3,Assessment quiz for Advanced Chinese,466,351,2025-10-03 17:24:23
1217,Mindfulness Skills - Quiz 1,Assessment quiz for Mindfulness Skills,467,2099,2025-09-14 17:38:17
1218,Mindfulness Skills - Quiz 2,Assessment quiz for Mindfulness Skills,467,2099,2025-09-25 17:38:17
1219,Mindfulness Skills - Quiz 3,Assessment quiz for Mindfulness Skills,467,2099,2025-09-25 17:38:17
1220,Mindfulness Skills - Quiz 4,Assessment quiz for Mindfulness Skills,467,2099,2025-09-29 17:38:17
1221,Mindfulness Skills - Quiz 5,Assessment quiz for Mindfulness Skills,467,2099,2025-10-03 17:38:17
1222,Applied Chemistry - Quiz 1,Assessment quiz for Applied Chemistry,468,2034,2025-09-25 17:33:25
1223,Applied Chemistry - Quiz 2,Assessment quiz for Applied Chemistry,468,2034,2025-10-07 17:33:25
1224,Applied Chemistry - Quiz 3,Assessment quiz for Applied Chemistry,468,2034,2025-09-14 17:33:25
1225,Applied Chemistry - Quiz 4,Assessment quiz for Applied Chemistry,468,2034,2025-10-02 17:33:25
1226,Applied Biology - Quiz 1,Assessment quiz for Applied Biology,469,2136,2025-10-03 17:35:07
1227,Applied Biology - Quiz 2,Assessment quiz for Applied Biology,469,2136,2025-09-30 17:35:07
1228,Applied Biology - Quiz 3,Assessment quiz for Applied Biology,469,2136,2025-10-06 17:35:07
1229,Applied Biology - Quiz 4,Assessment quiz for Applied Biology,469,2136,2025-09-24 17:35:07
1230,Advanced Logic - Quiz 1,Assessment quiz for Advanced Logic,470,825,2025-09-28 17:34:40
1231,Project Management for Entrepreneurs - Quiz 1,Assessment quiz for Project Management for Entrepreneurs,471,2028,2025-09-25 17:35:20
1232,Project Management for Entrepreneurs - Quiz 2,Assessment quiz for Project Management for Entrepreneurs,471,2028,2025-10-11 17:35:20
1233,Project Management for Entrepreneurs - Quiz 3,Assessment quiz for Project Management for Entrepreneurs,471,2028,2025-09-26 17:35:20
1234,Cloud Computing Best Practices - Quiz 1,Assessment quiz for Cloud Computing Best Practices,472,486,2025-09-30 17:32:20
1235,Cloud Computing Best Practices - Quiz 2,Assessment quiz for Cloud Computing Best Practices,472,486,2025-09-25 17:32:20
1236,Introduction to Leadership - Quiz 1,Assessment quiz for Introduction to Leadership,473,138,2025-09-20 17:31:14
1237,Introduction to Leadership - Quiz 2,Assessment quiz for Introduction to Leadership,473,138,2025-09-19 17:31:14
1238,German Grammar Mastery - Quiz 1,Assessment quiz for German Grammar Mastery,474,206,2025-09-30 17:23:48
1239,German Grammar Mastery - Quiz 2,Assessment quiz for German Grammar Mastery,474,206,2025-09-21 17:23:48
1240,German Grammar Mastery - Quiz 3,Assessment quiz for German Grammar Mastery,474,206,2025-09-15 17:23:48
1241,German Grammar Mastery - Quiz 4,Assessment quiz for German Grammar Mastery,474,206,2025-10-07 17:23:48
1242,German Grammar Mastery - Quiz 5,Assessment quiz for German Grammar Mastery,474,206,2025-10-10 17:23:48
1243,Introduction to Chemistry - Quiz 1,Assessment quiz for Introduction to Chemistry,475,1003,2025-10-04 17:29:18
1244,Logic Mastery - Quiz 1,Assessment quiz for Logic Mastery,476,596,2025-09-27 17:26:34
1245,Web Design Design Principles - Quiz 1,Assessment quiz for Web Design Design Principles,477,1295,2025-10-12 17:37:27
1246,Web Design Design Principles - Quiz 2,Assessment quiz for Web Design Design Principles,477,1295,2025-09-24 17:37:27
1247,Web Design Design Principles - Quiz 3,Assessment quiz for Web Design Design Principles,477,1295,2025-09-30 17:37:27
1248,Web Design Design Principles - Quiz 4,Assessment quiz for Web Design Design Principles,477,1295,2025-10-09 17:37:27
1249,Web Design Design Principles - Quiz 5,Assessment quiz for Web Design Design Principles,477,1295,2025-09-13 17:37:27
1250,Theoretical Data Science - Quiz 1,Assessment quiz for Theoretical Data Science,478,300,2025-10-02 17:23:17
1251,Theoretical Data Science - Quiz 2,Assessment quiz for Theoretical Data Science,478,300,2025-10-11 17:23:17
1252,Theoretical Data Science - Quiz 3,Assessment quiz for Theoretical Data Science,478,300,2025-09-24 17:23:17
1253,Leadership Strategy - Quiz 1,Assessment quiz for Leadership Strategy,480,1537,2025-10-04 17:22:58
1254,Leadership Strategy - Quiz 2,Assessment quiz for Leadership Strategy,480,1537,2025-09-26 17:22:58
1255,Leadership Strategy - Quiz 3,Assessment quiz for Leadership Strategy,480,1537,2025-09-14 17:22:58
1256,Leadership Strategy - Quiz 4,Assessment quiz for Leadership Strategy,480,1537,2025-09-19 17:22:58
1257,Mindfulness Mastery - Quiz 1,Assessment quiz for Mindfulness Mastery,481,1992,2025-09-26 17:35:54
1258,Mindfulness Mastery - Quiz 2,Assessment quiz for Mindfulness Mastery,481,1992,2025-10-05 17:35:54
1259,Mindfulness Mastery - Quiz 3,Assessment quiz for Mindfulness Mastery,481,1992,2025-09-18 17:35:54
1260,Professional C++ - Quiz 1,Assessment quiz for Professional C++,482,1674,2025-10-04 17:34:53
1261,Professional C++ - Quiz 2,Assessment quiz for Professional C++,482,1674,2025-09-30 17:34:53
1262,Introduction to Biology - Quiz 1,Assessment quiz for Introduction to Biology,483,1438,2025-09-17 17:35:47
1263,Mathematics Fundamentals - Quiz 1,Assessment quiz for Mathematics Fundamentals,484,1917,2025-10-07 17:26:17
1264,Mathematics Fundamentals - Quiz 2,Assessment quiz for Mathematics Fundamentals,484,1917,2025-09-23 17:26:17
1265,Mathematics Fundamentals - Quiz 3,Assessment quiz for Mathematics Fundamentals,484,1917,2025-09-24 17:26:17
1266,Project Management Strategy - Quiz 1,Assessment quiz for Project Management Strategy,485,264,2025-09-30 17:35:10
1267,Project Management Strategy - Quiz 2,Assessment quiz for Project Management Strategy,485,264,2025-09-15 17:35:10
1268,Project Management Strategy - Quiz 3,Assessment quiz for Project Management Strategy,485,264,2025-09-28 17:35:10
1269,Project Management Strategy - Quiz 4,Assessment quiz for Project Management Strategy,485,264,2025-10-01 17:35:10
1270,Professional AI - Quiz 1,Assessment quiz for Professional AI,486,692,2025-10-11 17:37:11
1271,Professional AI - Quiz 2,Assessment quiz for Professional AI,486,692,2025-09-25 17:37:11
1272,Professional AI - Quiz 3,Assessment quiz for Professional AI,486,692,2025-09-19 17:37:11
1273,Photography Basics - Quiz 1,Assessment quiz for Photography Basics,488,1779,2025-10-04 17:32:25
1274,Photography Basics - Quiz 2,Assessment quiz for Photography Basics,488,1779,2025-10-02 17:32:25
1275,Modern Drawing Techniques - Quiz 1,Assessment quiz for Modern Drawing Techniques,489,1099,2025-09-16 17:33:40
1276,Modern Drawing Techniques - Quiz 2,Assessment quiz for Modern Drawing Techniques,489,1099,2025-10-12 17:33:40
1277,Modern Drawing Techniques - Quiz 3,Assessment quiz for Modern Drawing Techniques,489,1099,2025-09-21 17:33:40
1278,Mental Health for Beginners - Quiz 1,Assessment quiz for Mental Health for Beginners,490,1895,2025-09-27 17:25:04
1279,Mental Health for Beginners - Quiz 2,Assessment quiz for Mental Health for Beginners,490,1895,2025-09-22 17:25:04
1280,Mental Health for Beginners - Quiz 3,Assessment quiz for Mental Health for Beginners,490,1895,2025-09-27 17:25:04
1281,Mental Health for Beginners - Quiz 4,Assessment quiz for Mental Health for Beginners,490,1895,2025-10-12 17:25:04
1282,French for Travelers - Quiz 1,Assessment quiz for French for Travelers,492,396,2025-10-03 17:29:04
1283,Communication Workshop - Quiz 1,Assessment quiz for Communication Workshop,493,2141,2025-09-19 17:37:38
